"LogMode","MaximumSizeInBytes","RecordCount","LogName","TimeCreated","LevelDisplayName"
"Circular","1052672","2457","Microsoft-Windows-NCSI/Operational","12.12.2024 10:36:31","Сведения"
"Circular","1052672","2457","Microsoft-Windows-NCSI/Operational","12.12.2024 10:36:23","Сведения"
"Circular","1052672","86","Microsoft-Windows-NcdAutoSetup/Operational","01.12.2024 18:41:55","Сведения"
"Circular","1052672","86","Microsoft-Windows-NcdAutoSetup/Operational","01.12.2024 18:41:55","Сведения"
"Circular","1052672","86","Microsoft-Windows-NcdAutoSetup/Operational","29.11.2024 10:52:13","Сведения"
"Circular","1052672","19","Microsoft-Windows-MUI/Operational","12.10.2024 11:55:30","Сведения"
"Circular","1052672","19","Microsoft-Windows-MUI/Operational","18.09.2024 9:25:33","Сведения"
"Circular","1052672","19","Microsoft-Windows-MUI/Operational","17.06.2024 9:13:21","Сведения"
"Circular","1052672","1479","Microsoft-Windows-ModernDeployment-Diagnostics-Provider/ManagementService","13.01.2024 6:28:05","Ошибка"
"Circular","1052672","1479","Microsoft-Windows-ModernDeployment-Diagnostics-Provider/ManagementService","13.01.2024 6:28:05","Ошибка"
"Circular","1052672","1479","Microsoft-Windows-ModernDeployment-Diagnostics-Provider/ManagementService","13.01.2024 6:23:25","Ошибка"
"Circular","1052672","5","Microsoft-Windows-ModernDeployment-Diagnostics-Provider/Autopilot","26.07.2023 20:00:04","Предупреждение"
"Circular","1052672","5","Microsoft-Windows-ModernDeployment-Diagnostics-Provider/Autopilot","26.07.2023 20:00:04","Предупреждение"
"Circular","1052672","5","Microsoft-Windows-ModernDeployment-Diagnostics-Provider/Autopilot","26.07.2023 20:00:04","Предупреждение"
"Circular","1052672","15","Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational","28.09.2023 9:47:24","Ошибка"
"Circular","1052672","15","Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational","28.09.2023 9:47:24","Ошибка"
"Circular","1052672","15","Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational","28.09.2023 9:47:23","Ошибка"
"Circular","1052672","566","Microsoft-Windows-LiveId/Operational","12.12.2024 12:09:20","Сведения"
"Circular","1052672","566","Microsoft-Windows-LiveId/Operational","12.12.2024 12:09:20","Сведения"
"Circular","1052672","566","Microsoft-Windows-LiveId/Operational","12.12.2024 12:09:19","Сведения"
"Circular","1052672","183","Microsoft-Windows-LanguagePackSetup/Operational","10.12.2024 12:35:59","Сведения"
"Circular","1052672","183","Microsoft-Windows-LanguagePackSetup/Operational","10.12.2024 12:35:58","Сведения"
"Circular","1052672","183","Microsoft-Windows-LanguagePackSetup/Operational","07.12.2024 9:05:30","Сведения"
"Circular","1052672","1951","Microsoft-Windows-Known Folders API Service","12.12.2024 10:59:14","Предупреждение"
"Circular","1052672","1951","Microsoft-Windows-Known Folders API Service","12.12.2024 10:59:14","Предупреждение"
"Circular","1052672","1951","Microsoft-Windows-Known Folders API Service","12.12.2024 9:16:21","Предупреждение"
"Circular","33554432","1681","Microsoft-Windows-Kernel-WHEA/Operational","12.12.2024 8:55:29","Сведения"
"Circular","33554432","1681","Microsoft-Windows-Kernel-WHEA/Operational","12.12.2024 8:55:28","Сведения"
"Circular","33554432","1681","Microsoft-Windows-Kernel-WHEA/Operational","12.12.2024 8:55:28","Сведения"
"Circular","33554432","18","Microsoft-Windows-Kernel-WHEA/Errors","20.11.2024 8:21:41","Сведения"
"Circular","33554432","18","Microsoft-Windows-Kernel-WHEA/Errors","18.10.2024 10:45:26","Сведения"
"Circular","33554432","18","Microsoft-Windows-Kernel-WHEA/Errors","14.10.2024 16:37:16","Сведения"
"Circular","1052672","1878","Microsoft-Windows-Kernel-ShimEngine/Operational","12.12.2024 10:36:23","Сведения"
"Circular","1052672","1878","Microsoft-Windows-Kernel-ShimEngine/Operational","12.12.2024 10:36:23","Сведения"
"Circular","1052672","1878","Microsoft-Windows-Kernel-ShimEngine/Operational","12.12.2024 9:41:57","Сведения"
"Circular","1052672","62","Microsoft-Windows-Kernel-PnP/Driver Watchdog","10.12.2024 6:44:32","Сведения"
"Circular","1052672","62","Microsoft-Windows-Kernel-PnP/Driver Watchdog","09.12.2024 15:56:09","Предупреждение"
"Circular","1052672","62","Microsoft-Windows-Kernel-PnP/Driver Watchdog","05.12.2024 14:18:20","Сведения"
"Circular","1052672","1500","Microsoft-Windows-Kernel-PnP/Configuration","12.12.2024 6:53:04","Сведения"
"Circular","1052672","1500","Microsoft-Windows-Kernel-PnP/Configuration","12.12.2024 6:53:03","Сведения"
"Circular","1052672","1500","Microsoft-Windows-Kernel-PnP/Configuration","10.12.2024 14:07:03","Сведения"
"Circular","1052672","40","Microsoft-Windows-Kernel-LiveDump/Operational","12.12.2024 10:36:20","Сведения"
"Circular","1052672","40","Microsoft-Windows-Kernel-LiveDump/Operational","12.12.2024 10:36:20","Сведения"
"Circular","1052672","40","Microsoft-Windows-Kernel-LiveDump/Operational","12.12.2024 10:36:20","Сведения"
"Circular","1052672","999","Microsoft-Windows-Kernel-EventTracing/Admin","12.12.2024 8:58:36","Ошибка"
"Circular","1052672","999","Microsoft-Windows-Kernel-EventTracing/Admin","12.12.2024 8:55:44","Ошибка"
"Circular","1052672","999","Microsoft-Windows-Kernel-EventTracing/Admin","12.12.2024 8:55:44","Предупреждение"
"Circular","1052672","369","Microsoft-Windows-Kernel-Boot/Operational","12.12.2024 8:55:25","Сведения"
"Circular","1052672","369","Microsoft-Windows-Kernel-Boot/Operational","12.12.2024 8:55:25","Сведения"
"Circular","1052672","369","Microsoft-Windows-Kernel-Boot/Operational","12.12.2024 8:55:25","Ошибка"
"Circular","1052672","483","Microsoft-Windows-Hyper-V-Worker-Admin","09.12.2024 12:35:55","Сведения"
"Circular","1052672","483","Microsoft-Windows-Hyper-V-Worker-Admin","09.12.2024 12:35:55","Сведения"
"Circular","1052672","483","Microsoft-Windows-Hyper-V-Worker-Admin","09.12.2024 12:35:55","Сведения"
"Circular","1052672","1232","Microsoft-Windows-Hyper-V-VmSwitch-Operational","12.12.2024 8:55:41","5"
"Circular","1052672","1232","Microsoft-Windows-Hyper-V-VmSwitch-Operational","12.12.2024 8:55:41","5"
"Circular","1052672","1232","Microsoft-Windows-Hyper-V-VmSwitch-Operational","12.12.2024 8:55:41","5"
"Circular","1052672","4","Microsoft-Windows-Hyper-V-StorageVSP-Admin","26.06.2024 8:59:16","Ошибка"
"Circular","1052672","4","Microsoft-Windows-Hyper-V-StorageVSP-Admin","26.06.2024 8:59:14","Ошибка"
"Circular","1052672","4","Microsoft-Windows-Hyper-V-StorageVSP-Admin","26.06.2024 8:59:14","Ошибка"
"Circular","1052672","148","Microsoft-Windows-Hyper-V-Hypervisor-Operational","09.12.2024 12:56:23","Сведения"
"Circular","1052672","148","Microsoft-Windows-Hyper-V-Hypervisor-Operational","09.12.2024 12:36:23","Сведения"
"Circular","1052672","148","Microsoft-Windows-Hyper-V-Hypervisor-Operational","09.12.2024 12:29:53","Сведения"
"Circular","1052672","228","Microsoft-Windows-Hyper-V-Hypervisor-Admin","12.12.2024 8:55:35","Сведения"
"Circular","1052672","228","Microsoft-Windows-Hyper-V-Hypervisor-Admin","12.12.2024 8:55:25","Сведения"
"Circular","1052672","228","Microsoft-Windows-Hyper-V-Hypervisor-Admin","12.12.2024 6:53:01","Сведения"
"Circular","134217728","1254","Microsoft-Windows-Hyper-V-Compute-Operational","09.12.2024 12:35:55","Сведения"
"Circular","134217728","1254","Microsoft-Windows-Hyper-V-Compute-Operational","09.12.2024 12:35:55","Сведения"
"Circular","134217728","1254","Microsoft-Windows-Hyper-V-Compute-Operational","09.12.2024 12:35:55","Сведения"
"Circular","1052672","12","Microsoft-Windows-Hyper-V-Compute-Admin","02.12.2024 10:41:14","Сведения"
"Circular","1052672","12","Microsoft-Windows-Hyper-V-Compute-Admin","12.10.2024 9:10:33","Сведения"
"Circular","1052672","12","Microsoft-Windows-Hyper-V-Compute-Admin","09.10.2024 8:59:37","Сведения"
"Circular","1052672","246","Microsoft-Windows-Host-Network-Service-Operational","09.12.2024 12:35:54","Сведения"
"Circular","1052672","246","Microsoft-Windows-Host-Network-Service-Operational","09.12.2024 12:35:54","Сведения"
"Circular","1052672","246","Microsoft-Windows-Host-Network-Service-Operational","09.12.2024 12:35:54","Сведения"
"Circular","1052672","282","Microsoft-Windows-Host-Network-Service-Admin","12.12.2024 6:53:04","Сведения"
"Circular","1052672","282","Microsoft-Windows-Host-Network-Service-Admin","11.12.2024 14:22:42","Сведения"
"Circular","1052672","282","Microsoft-Windows-Host-Network-Service-Admin","11.12.2024 12:42:51","Сведения"
"Circular","1052672","2357","Microsoft-Windows-HelloForBusiness/Operational","12.12.2024 10:36:23","Success"
"Circular","1052672","2357","Microsoft-Windows-HelloForBusiness/Operational","12.12.2024 9:41:57","Success"
"Circular","1052672","2357","Microsoft-Windows-HelloForBusiness/Operational","12.12.2024 8:55:52","Ошибка"
"Circular","4194304","9927","Microsoft-Windows-GroupPolicy/Operational","12.12.2024 11:57:04","Сведения"
"Circular","4194304","9927","Microsoft-Windows-GroupPolicy/Operational","12.12.2024 11:57:04","Сведения"
"Circular","4194304","9927","Microsoft-Windows-GroupPolicy/Operational","12.12.2024 11:57:04","Сведения"
"Circular","1052672","43","Microsoft-Windows-Fault-Tolerant-Heap/Operational","09.12.2024 14:52:19","Сведения"
"Circular","1052672","43","Microsoft-Windows-Fault-Tolerant-Heap/Operational","30.10.2024 11:19:11","Сведения"
"Circular","1052672","43","Microsoft-Windows-Fault-Tolerant-Heap/Operational","21.10.2024 9:36:05","Сведения"
"Circular","1052672","84","Microsoft-Windows-DxgKrnl-Operational","09.12.2024 12:29:34","Сведения"
"Circular","1052672","84","Microsoft-Windows-DxgKrnl-Operational","09.12.2024 12:29:34","Сведения"
"Circular","1052672","84","Microsoft-Windows-DxgKrnl-Operational","09.12.2024 12:29:33","Сведения"
"Circular","1052672","400","Microsoft-Windows-Diagnostics-Performance/Operational","12.12.2024 8:57:23","Предупреждение"
"Circular","1052672","400","Microsoft-Windows-Diagnostics-Performance/Operational","12.12.2024 8:57:23","Предупреждение"
"Circular","1052672","400","Microsoft-Windows-Diagnostics-Performance/Operational","12.12.2024 8:57:23","Предупреждение"
"Circular","1052672","14","Microsoft-Windows-Diagnostics-Networking/Operational","05.03.2024 14:33:52","Сведения"
"Circular","1052672","14","Microsoft-Windows-Diagnostics-Networking/Operational","05.03.2024 14:33:52","Сведения"
"Circular","1052672","14","Microsoft-Windows-Diagnostics-Networking/Operational","05.03.2024 14:33:38","Сведения"
"Circular","1052672","15","Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider/Operational","26.10.2023 9:05:12","Сведения"
"Circular","1052672","15","Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider/Operational","26.10.2023 9:05:12","Сведения"
"Circular","1052672","15","Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider/Operational","26.10.2023 9:05:12","Сведения"
"Circular","1052672","245","Microsoft-Windows-Diagnosis-Scripted/Operational","08.12.2024 20:00:32","Сведения"
"Circular","1052672","245","Microsoft-Windows-Diagnosis-Scripted/Operational","08.12.2024 20:00:31","Сведения"
"Circular","1052672","245","Microsoft-Windows-Diagnosis-Scripted/Operational","08.12.2024 20:00:31","Сведения"
"Circular","1052672","57","Microsoft-Windows-Diagnosis-Scripted/Admin","08.12.2024 20:00:31","Сведения"
"Circular","1052672","57","Microsoft-Windows-Diagnosis-Scripted/Admin","02.12.2024 11:23:55","Сведения"
"Circular","1052672","57","Microsoft-Windows-Diagnosis-Scripted/Admin","26.11.2024 9:22:07","Сведения"
"Circular","1052672","384","Microsoft-Windows-Diagnosis-Scheduled/Operational","08.12.2024 20:00:32","Сведения"
"Circular","1052672","384","Microsoft-Windows-Diagnosis-Scheduled/Operational","08.12.2024 20:00:32","Критический"
"Circular","1052672","384","Microsoft-Windows-Diagnosis-Scheduled/Operational","08.12.2024 20:00:32","Сведения"
"Circular","1052672","1944","Microsoft-Windows-Diagnosis-PCW/Operational","10.12.2024 9:26:48","Сведения"
"Circular","1052672","1944","Microsoft-Windows-Diagnosis-PCW/Operational","10.12.2024 9:26:48","Сведения"
"Circular","1052672","1944","Microsoft-Windows-Diagnosis-PCW/Operational","10.12.2024 9:26:48","Сведения"
"Circular","1052672","1861","Microsoft-Windows-Diagnosis-DPS/Operational","12.12.2024 8:57:23","Сведения"
"Circular","1052672","1861","Microsoft-Windows-Diagnosis-DPS/Operational","12.12.2024 8:57:22","Сведения"
"Circular","1052672","1861","Microsoft-Windows-Diagnosis-DPS/Operational","12.12.2024 8:57:22","Сведения"
"Circular","1052672","314","Microsoft-Windows-Dhcpv6-Client/Admin","11.12.2024 11:00:33","Сведения"
"Circular","1052672","314","Microsoft-Windows-Dhcpv6-Client/Admin","11.12.2024 10:58:17","Сведения"
"Circular","1052672","314","Microsoft-Windows-Dhcpv6-Client/Admin","10.12.2024 11:20:20","Сведения"
"Circular","1052672","2128","Microsoft-Windows-Dhcp-Client/Admin","12.12.2024 10:36:18","Ошибка"
"Circular","1052672","2128","Microsoft-Windows-Dhcp-Client/Admin","12.12.2024 10:35:22","Ошибка"
"Circular","1052672","2128","Microsoft-Windows-Dhcp-Client/Admin","12.12.2024 8:56:10","Ошибка"
"Circular","1052672","278","Microsoft-Windows-DeviceSetupManager/Operational","10.12.2024 14:07:04","Сведения"
"Circular","1052672","278","Microsoft-Windows-DeviceSetupManager/Operational","09.12.2024 9:04:46","Сведения"
"Circular","1052672","278","Microsoft-Windows-DeviceSetupManager/Operational","09.12.2024 9:03:19","Сведения"
"Circular","1052672","2328","Microsoft-Windows-DeviceSetupManager/Admin","12.12.2024 10:37:30","Сведения"
"Circular","1052672","2328","Microsoft-Windows-DeviceSetupManager/Admin","12.12.2024 10:36:45","Сведения"
"Circular","1052672","2328","Microsoft-Windows-DeviceSetupManager/Admin","12.12.2024 10:36:45","Ошибка"
"Circular","1052672","1918","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Operational","12.12.2024 9:43:55","Сведения"
"Circular","1052672","1918","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Operational","12.12.2024 9:43:55","Сведения"
"Circular","1052672","1918","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Operational","12.12.2024 9:41:55","Сведения"
"Circular","1052672","372","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Admin","15.11.2024 11:09:16","Ошибка"
"Circular","1052672","372","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Admin","15.11.2024 11:09:16","Ошибка"
"Circular","1052672","372","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Admin","15.11.2024 11:09:16","Ошибка"
"Circular","1052672","1615","Microsoft-Windows-Crypto-NCrypt/Operational","12.12.2024 12:09:19","Ошибка"
"Circular","1052672","1615","Microsoft-Windows-Crypto-NCrypt/Operational","12.12.2024 12:09:19","Ошибка"
"Circular","1052672","1615","Microsoft-Windows-Crypto-NCrypt/Operational","12.12.2024 11:01:17","Ошибка"
"Circular","1052672","2131","Microsoft-Windows-Crypto-DPAPI/Operational","12.12.2024 8:55:42","Сведения"
"Circular","1052672","2131","Microsoft-Windows-Crypto-DPAPI/Operational","12.12.2024 8:55:42","Сведения"
"Circular","1052672","2131","Microsoft-Windows-Crypto-DPAPI/Operational","12.12.2024 8:55:42","Сведения"
"Circular","1052672","1332","Microsoft-Windows-CoreSystem-SmsRouter-Events/Operational","12.12.2024 9:03:39","Сведения"
"Circular","1052672","1332","Microsoft-Windows-CoreSystem-SmsRouter-Events/Operational","12.12.2024 9:03:39","Сведения"
"Circular","1052672","1332","Microsoft-Windows-CoreSystem-SmsRouter-Events/Operational","12.12.2024 9:01:39","Сведения"
"Circular","1052672","240","Microsoft-Windows-Containers-Wcifs/Operational","12.12.2024 8:55:35","Сведения"
"Circular","1052672","240","Microsoft-Windows-Containers-Wcifs/Operational","12.12.2024 6:53:01","Сведения"
"Circular","1052672","240","Microsoft-Windows-Containers-Wcifs/Operational","01.12.2024 21:37:21","Сведения"
"Circular","1052672","240","Microsoft-Windows-Containers-BindFlt/Operational","12.12.2024 8:55:35","Сведения"
"Circular","1052672","240","Microsoft-Windows-Containers-BindFlt/Operational","12.12.2024 6:53:01","Сведения"
"Circular","1052672","240","Microsoft-Windows-Containers-BindFlt/Operational","01.12.2024 21:37:21","Сведения"
"Circular","1052672","1334","Microsoft-Windows-CodeIntegrity/Operational","12.12.2024 9:26:15","Сведения"
"Circular","1052672","1334","Microsoft-Windows-CodeIntegrity/Operational","12.12.2024 9:26:15","Ошибка"
"Circular","1052672","1334","Microsoft-Windows-CodeIntegrity/Operational","12.12.2024 9:26:15","Сведения"
"Circular","1052672","2084","Microsoft-Windows-CloudStore/Operational","12.12.2024 8:57:42","Ошибка"
"Circular","1052672","2084","Microsoft-Windows-CloudStore/Operational","12.12.2024 8:57:42","Ошибка"
"Circular","1052672","2084","Microsoft-Windows-CloudStore/Operational","12.12.2024 8:57:39","Ошибка"
"Circular","1052672","5","Microsoft-Windows-CloudStore/Initialization","30.10.2024 15:04:03","Предупреждение"
"Circular","1052672","5","Microsoft-Windows-CloudStore/Initialization","01.07.2024 16:28:57","Сведения"
"Circular","1052672","5","Microsoft-Windows-CloudStore/Initialization","01.07.2024 16:28:55","Сведения"
"Circular","1052672","12","Microsoft-Windows-CloudRestoreLauncher/Operational","09.03.2024 12:32:45","Сведения"
"Circular","1052672","12","Microsoft-Windows-CloudRestoreLauncher/Operational","09.03.2024 12:32:45","Ошибка"
"Circular","1052672","12","Microsoft-Windows-CloudRestoreLauncher/Operational","09.03.2024 12:32:44","Сведения"
"Circular","1052672","2","Microsoft-Windows-CertificateServicesClient-Lifecycle-System/Operational","22.12.2023 8:56:38","Сведения"
"Circular","1052672","2","Microsoft-Windows-CertificateServicesClient-Lifecycle-System/Operational","22.12.2023 8:56:35","Сведения"
"Circular","1052672","1154","Microsoft-Windows-Bits-Client/Operational","12.12.2024 11:05:45","Сведения"
"Circular","1052672","1154","Microsoft-Windows-Bits-Client/Operational","12.12.2024 11:05:44","Сведения"
"Circular","1052672","1154","Microsoft-Windows-Bits-Client/Operational","12.12.2024 11:01:37","Сведения"
"Circular","1052672","2307","Microsoft-Windows-BitLocker/BitLocker Management","12.12.2024 8:58:37","Сведения"
"Circular","1052672","2307","Microsoft-Windows-BitLocker/BitLocker Management","12.12.2024 8:58:37","Сведения"
"Circular","1052672","2307","Microsoft-Windows-BitLocker/BitLocker Management","12.12.2024 8:56:24","Сведения"
"Circular","1052672","116","Microsoft-Windows-Biometrics/Operational","04.12.2024 9:17:02","Подробно"
"Circular","1052672","116","Microsoft-Windows-Biometrics/Operational","04.12.2024 9:17:02","Сведения"
"Circular","1052672","116","Microsoft-Windows-Biometrics/Operational","04.12.2024 9:17:02","Сведения"
"Circular","1052672","194","Microsoft-Windows-BackgroundTaskInfrastructure/Operational","09.12.2024 13:56:32","Сведения"
"Circular","1052672","194","Microsoft-Windows-BackgroundTaskInfrastructure/Operational","08.12.2024 19:45:15","Сведения"
"Circular","1052672","194","Microsoft-Windows-BackgroundTaskInfrastructure/Operational","06.12.2024 14:09:11","Сведения"
"Circular","1052672","4","Microsoft-Windows-Authentication User Interface/Operational","12.10.2024 16:58:00","Предупреждение"
"Circular","1052672","4","Microsoft-Windows-Authentication User Interface/Operational","03.09.2024 14:02:45","Предупреждение"
"Circular","1052672","4","Microsoft-Windows-Authentication User Interface/Operational","13.01.2024 14:24:57","Предупреждение"
"Circular","1052672","331","Microsoft-Windows-Audio/PlaybackManager","01.12.2024 19:41:06","Сведения"
"Circular","1052672","331","Microsoft-Windows-Audio/PlaybackManager","01.12.2024 19:41:06","Сведения"
"Circular","1052672","331","Microsoft-Windows-Audio/PlaybackManager","23.11.2024 13:29:38","Сведения"
"Circular","1052672","1863","Microsoft-Windows-Audio/Operational","12.12.2024 10:36:23","Сведения"
"Circular","1052672","1863","Microsoft-Windows-Audio/Operational","12.12.2024 10:36:23","Сведения"
"Circular","1052672","1863","Microsoft-Windows-Audio/Operational","12.12.2024 10:36:23","Сведения"
"Circular","1052672","1964","Microsoft-Windows-AppxPackaging/Operational","12.12.2024 8:59:42","Сведения"
"Circular","1052672","1964","Microsoft-Windows-AppxPackaging/Operational","12.12.2024 8:59:42","Сведения"
"Circular","1052672","1964","Microsoft-Windows-AppxPackaging/Operational","12.12.2024 8:59:37","Сведения"
"Circular","5242880","3549","Microsoft-Windows-AppXDeploymentServer/Operational","12.12.2024 9:18:03","Подробно"
"Circular","5242880","3549","Microsoft-Windows-AppXDeploymentServer/Operational","12.12.2024 9:18:03","Подробно"
"Circular","5242880","3549","Microsoft-Windows-AppXDeploymentServer/Operational","12.12.2024 9:01:23","Предупреждение"
"Circular","1052672","2093","Microsoft-Windows-AppXDeployment/Operational","12.12.2024 12:09:19","Сведения"
"Circular","1052672","2093","Microsoft-Windows-AppXDeployment/Operational","12.12.2024 12:09:19","Сведения"
"Circular","1052672","2093","Microsoft-Windows-AppXDeployment/Operational","12.12.2024 12:09:19","Сведения"
"Circular","5242880","38","Microsoft-Windows-AppXDeployment-Server/Operational","20.11.2024 8:30:15","Сведения"
"Circular","5242880","38","Microsoft-Windows-AppXDeployment-Server/Operational","20.11.2024 8:30:15","Сведения"
"Circular","5242880","38","Microsoft-Windows-AppXDeployment-Server/Operational","20.11.2024 8:30:15","Подробно"
"Circular","5242880","310","Microsoft-Windows-AppReadiness/Operational","15.11.2024 10:57:35","Сведения"
"Circular","5242880","310","Microsoft-Windows-AppReadiness/Operational","15.11.2024 10:57:35","Сведения"
"Circular","5242880","310","Microsoft-Windows-AppReadiness/Operational","15.11.2024 10:55:39","Сведения"
"Circular","5242880","2310","Microsoft-Windows-AppReadiness/Admin","15.11.2024 10:57:35","Сведения"
"Circular","5242880","2310","Microsoft-Windows-AppReadiness/Admin","15.11.2024 10:57:35","Сведения"
"Circular","5242880","2310","Microsoft-Windows-AppReadiness/Admin","15.11.2024 10:57:35","Сведения"
"Circular","1052672","1547","Microsoft-Windows-AppModel-Runtime/Admin","12.12.2024 12:09:31","Сведения"
"Circular","1052672","1547","Microsoft-Windows-AppModel-Runtime/Admin","12.12.2024 12:09:23","Сведения"
"Circular","1052672","1547","Microsoft-Windows-AppModel-Runtime/Admin","12.12.2024 12:09:23","Сведения"
"Circular","1052672","1484","Microsoft-Windows-Application-Experience/Program-Telemetry","12.12.2024 10:57:32","Сведения"
"Circular","1052672","1484","Microsoft-Windows-Application-Experience/Program-Telemetry","12.12.2024 10:57:31","Сведения"
"Circular","1052672","1484","Microsoft-Windows-Application-Experience/Program-Telemetry","12.12.2024 9:24:53","Сведения"
"Circular","1052672","383","Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant","12.12.2024 9:05:43","Сведения"
"Circular","1052672","383","Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant","11.12.2024 14:47:31","Сведения"
"Circular","1052672","383","Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant","11.12.2024 11:11:15","Сведения"
"Circular","1052672","37","Microsoft-Windows-AAD/Operational","30.10.2024 15:38:01","Ошибка"
"Circular","1052672","37","Microsoft-Windows-AAD/Operational","30.10.2024 15:38:01","Ошибка"
"Circular","1052672","37","Microsoft-Windows-AAD/Operational","30.10.2024 15:38:01","Ошибка"
"Circular","1052672","2306","Microsoft-Client-Licensing-Platform/Admin","12.12.2024 11:30:55","Сведения"
"Circular","1052672","2306","Microsoft-Client-Licensing-Platform/Admin","12.12.2024 11:25:55","Сведения"
"Circular","1052672","2306","Microsoft-Client-Licensing-Platform/Admin","12.12.2024 11:25:55","Сведения"
"Circular","20971520","2","Intel-GFX-Info/Application","12.07.2024 15:11:03","Сведения"
"Circular","20971520","2","Intel-GFX-Info/Application","12.07.2024 15:11:03","Сведения"
